order_number,date,casting_weight_gr,material,modul,inoculant_weight_gr
170627033,8/17/2022,40433,G,2.1,777
170627035,8/18/2022,16728,S,0.94,1178
170627037,8/18/2022,18496,S,0.94,1038
170627041,8/17/2022,57446,G,2.07,1051
170627043,8/17/2022,24358,I,1.95,539
170627045,8/20/2022,17656,F,1.14,214
170627047,8/17/2022,37427,G,2.3,652
170627049,8/17/2022,55060,G,2.31,962
170627053,8/17/2022,12332,G,1.86,271
170627137,8/24/2022,15606,G,1.95,312
170627143,8/25/2022,30355,G,1.96,613
170626397,8/26/2022,42514,F,1.89,709
170626405,8/26/2022,25928,F,1.24,352
170626411,8/26/2022,25928,F,1.24,352
170626419,8/22/2022,368900,F,1.72,5105
170626421,8/24/2022,118918,G,2.13,2209
170626491,8/24/2022,11047,G,1.78,253
170626527,8/27/2022,138584,G,2.04,2559
170626575,8/24/2022,30355,G,1.96,613
170626581,8/24/2022,45625,G,1.96,918
170626587,8/22/2022,20618,S,1.1,996
170626589,8/13/2022,33476,G,1.79,765
170626601,8/24/2022,440411,G,2.1,7900
170626607,8/24/2022,52006,G,1.71,1415
170626609,8/27/2022,683155,G,2.08,12346
170626615,8/17/2022,52938,I,1.75,964
170626617,8/22/2022,51836,S,1.4,1732
170626619,8/17/2022,46546,I,1.96,1023
170626645,8/24/2022,84252,G,1.97,1631
170626647,8/24/2022,104149,G,2.16,1936
170626655,8/24/2022,58426,G,2.16,1092
170626659,8/25/2022,80614,G,2.19,1461
170626669,8/26/2022,65246,G,2.1,1171
170625845,8/11/2022,63784,G,2.19,1161
170625851,8/12/2022,25724,F,1.35,349
170625855,8/11/2022,15626,G,1.99,312
170625859,8/11/2022,47705,G,1.96,945
170625861,8/11/2022,31253,G,1.99,622
170625865,8/14/2022,63784,G,2.24,1161
170625867,8/14/2022,31892,G,2.24,581
170625869,8/11/2022,65008,G,2.12,1265
170625871,8/14/2022,22154,G,1.76,509
170625873,8/14/2022,24623,G,1.67,539
170625875,8/14/2022,33446,G,1.76,765
170625877,8/18/2022,32912,S,0.92,2025
170625879,8/14/2022,257530,G,2.09,4844
170625883,8/14/2022,225760,G,2.09,4266
170625885,8/15/2022,258305,S,1.64,6901
170625887,8/14/2022,23888,G,1.81,529
170625889,8/15/2022,23460,I,2.84,777
170625891,8/13/2022,27812,G,1.64,765
170625895,8/14/2022,67789,G,2.46,1124
170625901,8/22/2022,118952,F,1.13,1456
170625903,8/12/2022,118952,F,1.13,1456
170625907,8/26/2022,84966,F,1.13,1041
170625911,8/14/2022,12974,G,1.84,278
170625913,8/13/2022,42075,G,1.64,1151
170625917,8/14/2022,13056,G,1.84,280
170625773,8/17/2022,147227,G,1.66,3452
170625775,8/10/2022,62546,F,1.94,460
170625777,8/24/2022,22154,G,1.33,849
170625779,8/21/2022,249696,G,1.95,4975
170625781,8/21/2022,147227,G,1.66,3452
170625787,8/24/2022,560347,I,1.85,12572
170625789,8/17/2022,483358,G,2.18,9022
170625791,8/20/2022,483358,G,2.18,9022
170625797,8/20/2022,52550,G,2.12,1019
170625801,8/24/2022,146472,G,1.98,2760
170625803,8/24/2022,204714,G,1.72,5206
170625805,8/23/2022,449310,G,1.95,8520
170625807,8/17/2022,510510,G,2.14,9295
170625811,8/25/2022,198723,G,2.19,3661
170625813,8/25/2022,198723,G,2.19,3661
170625823,8/11/2022,37128,G,1.68,1038
170625825,8/12/2022,30049,F,1.21,386
170625829,8/14/2022,18299,G,1.67,460
170625831,8/14/2022,29111,G,1.91,595
170625835,8/11/2022,38352,G,1.71,1053
170625837,8/14/2022,15086,G,1.94,305
170625841,8/11/2022,39005,G,1.71,1063
170625843,8/12/2022,65858,F,1.57,782
170626009,8/21/2022,30722,G,1.72,731
170626011,8/15/2022,23460,I,2.84,777
170626017,8/15/2022,15531,I,2.8,517
170626019,8/22/2022,18496,S,0.94,1038
170626021,8/22/2022,25976,S,1.17,1265
170626023,8/22/2022,33130,S,0.97,1707
170626027,8/15/2022,31280,S,1.3,1129
170626029,8/21/2022,45492,G,1.72,1159
170626035,8/21/2022,26683,G,2.06,499
170626037,8/14/2022,65076,G,2.44,1090
170626039,8/21/2022,23297,G,1.34,864
170626045,8/17/2022,59160,G,1.79,1316
170626049,8/15/2022,12138,S,1.09,556
170626055,8/15/2022,18309,S,1.1,834
170626061,8/22/2022,25024,S,1.11,1238
170626067,8/17/2022,48368,G,2.19,878
170626071,8/22/2022,26296,F,1.37,354
170626075,8/24/2022,95676,G,2.24,1739
170626079,8/22/2022,41371,S,1.35,1368
170626085,8/21/2022,78010,G,2.12,1516
170626091,8/20/2022,41341,G,1.91,864
170626095,8/21/2022,28091,G,1.91,713
170626101,8/20/2022,35986,G,1.81,928
170626107,8/20/2022,24704,G,1.84,541
170625923,8/20/2022,26275,F,1.45,354
170625925,8/13/2022,14117,G,1.92,293
170625929,8/20/2022,39413,F,1.45,531
170625931,8/14/2022,42718,G,1.94,881
170625937,8/14/2022,26003,G,1.71,577
170625941,8/14/2022,13729,G,1.87,288
170625947,8/14/2022,13933,G,1.88,290
170625957,8/15/2022,157005,I,1.46,2581
170625959,8/14/2022,150001,G,2.2,2692
170625963,8/22/2022,31416,F,2,531
170625967,8/17/2022,44690,G,1.99,918
170625975,8/17/2022,67014,G,2.02,1252
170625977,8/14/2022,80614,G,2.19,1461
170625979,8/15/2022,112989,I,1.48,1862
170625981,8/14/2022,112860,G,2.19,2045
170625989,8/21/2022,32824,G,1.97,657
170625991,8/22/2022,17952,S,0.93,1031
170625993,8/17/2022,20482,G,1.72,487
170625999,8/15/2022,149818,S,1.42,4761
170626001,8/20/2022,135252,G,1.8,3139
170626005,8/18/2022,122128,S,1.34,3663
170626007,8/21/2022,18122,G,1.36,642
170625259,7/29/2022,38760,I,2.27,964
170624721,7/28/2022,18955,S,0.92,1245
170624697,7/25/2022,119510,S,1.02,5457
170624691,7/29/2022,159773,G,1.95,3270
170624689,8/4/2022,102694,G,2.04,1981
170624687,8/4/2022,102694,G,2.04,1981
170624683,8/1/2022,49164,G,1.65,1191
170624681,8/4/2022,37454,S,0.96,2131
170624677,8/4/2022,19951,S,1.16,1097
170624673,8/4/2022,14484,S,0.91,989
170624663,8/4/2022,117249,S,0.9,8117
170624655,8/4/2022,27071,G,1.89,571
170624653,8/4/2022,16728,S,0.95,1016
170624651,8/4/2022,16864,S,0.92,1019
170624645,8/7/2022,551188,G,2.02,10274
170624641,7/31/2022,153418,G,1.8,3831
170624635,8/1/2022,66708,G,2.06,1247
170624621,8/7/2022,15626,G,1.99,312
170624597,8/5/2022,17952,S,0.93,1031
170624583,8/2/2022,17860,G,2.04,340
170624581,8/2/2022,18115,G,2.05,332
170624579,8/1/2022,21080,S,1.07,1070
170624577,8/8/2022,20910,S,0.92,1270
170624571,7/23/2022,16414,F,1.11,187
170624557,8/1/2022,40120,S,1.32,1425
170624551,8/1/2022,31280,S,1.3,1129
170624543,8/1/2022,72828,G,1.8,1690
170624539,7/31/2022,180866,G,1.88,3764
170624523,8/8/2022,302260,S,1.26,9120
170624521,8/1/2022,302260,S,1.26,9120
170624493,7/23/2022,59813,F,1.17,768
170624467,8/4/2022,60724,S,1.06,2795
170624455,7/29/2022,35588,G,1.72,792
170624841,8/11/2022,725526,G,2.19,13145
170624839,8/2/2022,65246,G,2.1,1171
170624835,8/7/2022,39535,G,2.13,704
170624833,8/7/2022,38219,G,1.81,920
170624831,8/7/2022,38219,G,1.81,920
170624829,8/3/2022,42534,S,1.53,1240
170624827,8/10/2022,53183,S,1.54,1255
170624825,8/10/2022,23752,S,1.15,1048
170624821,8/10/2022,27853,S,1.16,1206
170624819,8/2/2022,69836,G,2.16,1326
170624817,8/7/2022,31892,G,2.24,581
170624805,8/8/2022,26316,S,1.07,1388
170624803,8/8/2022,24412,S,0.98,1230
170624799,8/8/2022,49817,S,1.25,1584
170624795,8/2/2022,112649,G,2.33,1956
170624793,8/8/2022,54060,S,1.24,1747
170624789,8/2/2022,48994,G,1.93,967
170624787,8/7/2022,18656,G,2.07,340
170624781,8/8/2022,29070,S,1.07,1329
170624777,8/1/2022,50674,S,1.39,1717
170624771,8/4/2022,55461,G,1.96,1055
170624769,8/4/2022,39930,G,1.88,945
170624767,8/4/2022,85034,G,2.26,1518
170624765,8/4/2022,39930,G,1.88,945
170624763,8/2/2022,59894,G,1.88,1417
170624761,7/31/2022,149940,G,1.96,3031
170624759,8/4/2022,106243,G,2.05,2025
170624757,8/4/2022,123950,G,2.05,2364
170624753,7/29/2022,36502,G,1.82,903
170624751,7/29/2022,34150,G,1.81,773
170624749,7/29/2022,31253,G,1.99,622
170624747,7/29/2022,15178,G,1.96,308
170624745,7/29/2022,83334,G,2.2,1496
170624743,7/29/2022,15096,G,1.98,305
170624729,7/28/2022,119462,S,1.06,5349
170624131,7/31/2022,29784,G,1.96,605
170624127,7/31/2022,30172,G,1.96,610
170624117,7/29/2022,116668,G,2.2,2094
170624111,8/4/2022,22358,S,1.17,1019
170624109,8/4/2022,41616,S,0.96,2367
170624105,8/4/2022,31661,S,0.94,1875
170624101,7/31/2022,182131,G,2.46,3011
170624097,7/31/2022,55930,G,2,1149
170624095,8/4/2022,36108,G,1.65,1006
170624085,8/4/2022,18061,S,1.05,964
170624083,8/4/2022,16102,S,0.95,942
170624079,8/4/2022,29893,S,1.02,1668
170624075,8/4/2022,28465,S,0.95,1651
170624043,7/31/2022,30355,G,1.96,613
170624037,8/4/2022,16810,S,0.95,950
170624023,7/29/2022,31892,G,2.24,581
170624021,7/29/2022,31892,G,2.24,581
170624017,7/29/2022,77445,G,1.86,1597
170624015,7/29/2022,49286,G,2.25,888
170623977,7/13/2022,16493,F,1.19,204
170623971,7/13/2022,16606,F,1.2,207
170623823,7/31/2022,12852,S,1.05,588
170623821,7/29/2022,140556,G,1.99,2923
170623791,8/4/2022,89893,G,1.7,1848
170623789,8/4/2022,58262,S,1.07,2657
170623737,7/31/2022,112860,G,2.19,2045
170623735,8/10/2022,8731,S,0.96,480
170623731,8/10/2022,8677,S,0.96,480
170623649,8/4/2022,160109,G,1.91,3275
170623587,7/29/2022,37210,S,0.96,2128
170623531,8/4/2022,32205,S,0.95,1882
170623427,7/5/2022,35251,G,1.56,1014
170623353,7/4/2022,22787,G,1.78,517
170624137,7/31/2022,30192,G,1.98,610
170624437,8/5/2022,20944,S,0.96,1186
170624433,8/2/2022,30172,G,1.96,610
170624429,7/28/2022,13199,F,1.46,180
170624423,7/31/2022,16728,G,1.99,327
170624419,7/31/2022,17762,G,1.47,603
170624415,7/23/2022,15341,F,1.17,197
170624413,8/2/2022,17789,G,1.47,605
170624409,7/31/2022,55930,G,2,1149
170624403,8/7/2022,22481,G,2,463
170624393,7/31/2022,25174,G,1.83,546
170624389,7/29/2022,24664,G,1.86,539
170624387,8/4/2022,23725,G,1.76,529
170624367,7/31/2022,118932,G,1.99,2475
170624357,7/31/2022,27526,G,2.04,595
170624349,8/2/2022,63784,G,2.19,1161
170624343,8/7/2022,89393,G,1.96,1998
170624335,8/1/2022,89923,G,2,1843
170624329,8/1/2022,74392,G,2.16,1383
170624325,8/2/2022,96342,G,1.96,1865
170624323,7/31/2022,64491,G,2.19,1169
170624317,8/1/2022,14389,G,1.76,372
170624311,8/1/2022,64811,G,1.75,1693
170624301,8/1/2022,64627,G,2.2,1171
170624277,7/31/2022,110711,G,1.81,2423
170624243,7/31/2022,217008,S,1.28,8375
170624191,7/31/2022,73032,G,2.3,1277
170624185,7/31/2022,123644,G,2,2534
170624183,8/1/2022,115002,G,2.25,2072
170624163,8/4/2022,50531,G,2.25,905
170624157,8/4/2022,142943,G,1.6,3285
170624155,8/4/2022,147206,G,2.08,2674
170624153,8/5/2022,151368,S,0.98,7565
170624147,7/29/2022,21267,S,1.05,977
170624143,7/31/2022,29784,G,1.96,605
170624843,8/13/2022,725526,G,2.19,13145
170625123,8/10/2022,19149,S,0.98,979
170625121,8/10/2022,17272,S,0.92,1023
170625119,8/8/2022,32249,S,0.94,1813
170625115,8/8/2022,12444,S,0.93,760
170625109,8/8/2022,20332,S,0.95,1178
170625107,8/8/2022,33864,S,1.08,1496
170625105,7/31/2022,48878,G,1.97,942
170625103,8/8/2022,33864,S,1.06,1496
170625101,8/8/2022,36108,S,1.11,1415
170625099,8/8/2022,14025,S,0.94,780
170625095,8/8/2022,11934,S,0.92,755
170625093,8/8/2022,29036,S,0.93,1774
170625091,8/1/2022,15572,S,0.92,1001
170625089,8/12/2022,14892,S,0.91,994
170625085,8/8/2022,17952,S,0.93,1031
170625079,7/31/2022,24276,S,1.32,937
170625075,8/8/2022,25242,S,1.06,1174
170625073,8/8/2022,23256,S,0.97,1215
170625069,7/31/2022,133634,S,1.55,3713
170625067,8/8/2022,16096,S,1.24,627
170625063,8/2/2022,28941,S,1.3,1100
170625057,8/2/2022,44737,S,1.42,1410
170625055,8/8/2022,8160,S,0.95,472
170625053,8/8/2022,24276,S,0.98,1228
170625051,8/8/2022,38842,S,1.07,1771
170625049,8/2/2022,20890,S,0.99,1119
170625047,8/8/2022,24419,S,1.03,1156
170625045,8/3/2022,57946,S,1.05,2569
170625043,8/3/2022,89719,S,1.23,3046
170625041,8/1/2022,29845,S,1.04,1368
170625037,8/10/2022,26112,S,0.99,1400
170625035,8/1/2022,30940,S,0.93,1798
170625033,8/1/2022,37808,S,1.13,1329
170625031,8/4/2022,33619,S,0.95,1899
170625125,8/10/2022,15232,S,0.94,930
170625253,8/10/2022,18115,S,0.96,967
170625247,8/10/2022,12648,S,0.93,763
170625245,8/10/2022,15572,S,0.92,1001
170625243,8/8/2022,55386,S,1.26,1776
170625241,8/1/2022,47260,S,1.13,1661
170625239,8/8/2022,23011,S,0.99,1139
170625235,8/4/2022,47736,G,1.73,1058
170625233,8/1/2022,22297,G,1.76,509
170625229,8/4/2022,16796,G,1.31,625
170625227,8/4/2022,19298,G,1.67,472
170625221,8/1/2022,44625,G,1.61,1132
170625219,8/7/2022,12403,G,1.49,406
170625215,8/4/2022,43003,G,1.7,999
170625213,8/8/2022,32191,S,1.24,1255
170625211,8/8/2022,47369,S,0.99,2295
170625209,7/29/2022,22919,I,2.82,652
170625207,8/4/2022,19431,S,1.17,849
170625205,8/4/2022,26520,S,0.93,1540
170625203,8/1/2022,35588,G,1.72,792
170625201,8/1/2022,48909,G,2.09,878
170625199,8/1/2022,32606,G,2.09,586
170625197,8/5/2022,26003,S,1.19,1063
170625189,7/28/2022,55121,F,2.13,928
170625175,7/31/2022,91766,G,2.31,1602
170625173,7/31/2022,45533,G,2.46,753
170625167,8/8/2022,18836,S,0.94,1161
170625165,8/8/2022,23392,S,0.97,1218
170625163,8/8/2022,38678,S,0.95,2145
170625157,8/8/2022,21556,S,0.98,1193
170625149,8/3/2022,39576,S,0.94,2342
170625145,8/7/2022,53013,G,2.02,1023
170625139,8/7/2022,9649,G,1.67,236
170625137,8/10/2022,39712,S,0.95,2345
170625135,8/8/2022,31416,S,0.93,1803
170625133,8/10/2022,15014,S,0.94,928
170625131,8/8/2022,43697,S,0.98,2209
170625127,8/10/2022,17952,S,0.93,1031
170624951,8/2/2022,115382,S,1.35,3708
170624949,8/2/2022,19217,S,1.15,809
170624947,7/29/2022,24820,S,1.1,1235
170624945,8/8/2022,23664,S,1.06,1356
170624941,8/2/2022,325910,G,2.1,6237
170624937,8/2/2022,190883,G,2.4,3208
170624935,7/31/2022,63784,G,2.19,1161
170624933,7/31/2022,127051,G,2.16,2217
170624931,8/2/2022,51836,S,1.4,1732
170624929,8/8/2022,18088,S,1.01,1033
170624927,8/4/2022,31654,S,1.01,1806
170624925,8/8/2022,18360,S,1.01,1036
170624923,8/8/2022,20400,S,1.08,1063
170624921,8/8/2022,17034,S,1.16,817
170624919,8/8/2022,25908,S,1.17,1129
170624917,8/2/2022,110976,S,1.12,5078
170624915,8/10/2022,149818,S,1.12,6857
170624913,8/10/2022,194208,S,1.12,8887
170624907,8/2/2022,274088,G,2.19,4967
170624905,8/2/2022,346739,G,2.15,6414
170624895,8/2/2022,137224,G,2.05,2541
170624879,7/29/2022,692056,I,1.48,3956
170624873,7/28/2022,55026,S,1.05,2510
170624853,7/31/2022,55597,G,2.11,1058
170624851,7/31/2022,35700,G,1.66,1021
170624849,8/2/2022,951245,G,2.19,17234
170624847,8/2/2022,951245,G,2.19,17234
170624953,8/2/2022,194779,S,1.44,5801
170625029,8/3/2022,112241,S,1.42,3570
170625027,8/2/2022,42779,S,1.35,1385
170625025,8/2/2022,40120,S,1.32,1425
170625019,8/2/2022,62608,S,1.44,1865
170625017,8/3/2022,220361,S,1.43,6724
170625015,8/3/2022,17952,S,1.09,829
170625011,8/3/2022,38128,S,1.33,1326
170625009,8/3/2022,61064,S,1.34,1833
170625007,8/8/2022,9241,S,0.89,841
170625005,8/8/2022,86904,S,1.25,2689
170625003,8/4/2022,24072,S,1.02,1225
170625001,8/4/2022,134660,S,1.35,4210
170624959,8/2/2022,45696,S,1.28,1776
170624961,8/2/2022,276291,S,1.44,8385
170624963,8/3/2022,276291,S,1.44,8385
170624965,8/3/2022,12138,S,1.09,556
170624967,8/2/2022,23990,G,1.81,620
170624969,8/8/2022,15606,S,1.08,800
170624971,8/8/2022,28288,S,1.17,1277
170624999,8/8/2022,99185,S,1.58,2628
170624987,8/1/2022,25024,S,1.11,1238
170624983,8/1/2022,16769,S,1.12,765
170624973,8/2/2022,15055,S,1.1,743
170624975,8/1/2022,170163,S,1.11,8404
170624979,8/1/2022,31770,S,1.3,1137
170623617,7/21/2022,203347,G,1.95,4210
170623619,7/24/2022,14382,G,1.21,603
170623615,7/25/2022,119809,G,2.04,2338
170623613,7/25/2022,119809,G,2.04,2338
170623621,7/24/2022,20482,G,1.72,493
170623643,7/4/2022,334655,G,2.13,6247
170623647,7/18/2022,156604,G,1.95,3147
170623721,7/14/2022,33157,S,1.6,906
170623609,7/2/2022,12668,G,1.84,279
170623607,7/20/2022,112404,G,2,2330
170623605,7/21/2022,32858,G,2.25,600
170623601,7/13/2022,22658,I,2.82,660
170623597,7/21/2022,228123,G,1.68,5330
170623595,7/2/2022,228123,G,1.68,5330
170623593,7/1/2022,228123,G,1.68,5330
170623589,7/29/2022,22195,S,1.18,1028
170623569,7/20/2022,13532,G,1.73,366
170623715,7/14/2022,10091,S,1.11,503
170623713,7/13/2022,30682,I,1.5,500
170623709,7/14/2022,7888,S,0.9,508
170623707,7/5/2022,58480,G,1.68,1750
170623705,7/13/2022,26806,I,1.72,607
170623703,7/5/2022,18023,F,1.15,219
170623693,7/5/2022,25480,G,1.81,622
170623691,7/5/2022,19482,F,2.68,423
170623687,7/14/2022,11077,S,0.98,573
170623677,7/13/2022,20380,I,2.5,535
170623673,7/5/2022,41290,G,2.04,904
170623671,7/5/2022,13301,F,3.11,294
170623663,7/14/2022,56100,S,1.24,1793
170623661,7/5/2022,16728,G,1.99,331
170623659,7/24/2022,23786,G,1.79,535
170623559,6/30/2022,16414,F,1.11,189
170623461,7/5/2022,95197,G,1.66,2253
170623463,7/5/2022,78030,G,1.95,1573
170623465,7/5/2022,63464,G,1.66,1501
170623469,7/5/2022,32273,G,1.5,1003
170623471,7/19/2022,33629,S,1.15,1432
170623477,7/2/2022,11574,G,1.66,341
170623481,7/5/2022,321014,G,2.19,5983
170623483,7/5/2022,321014,G,2.19,5983
170623485,7/2/2022,635106,G,2.22,11786
170623487,7/5/2022,71536,G,2.09,1362
170623491,7/5/2022,56440,G,2.09,1081
170623493,7/18/2022,59609,S,1.64,1613
170623495,7/18/2022,36618,G,1.98,700
170623497,7/18/2022,34119,G,1.72,879
170623499,7/18/2022,53917,G,1.95,1036
170623501,7/4/2022,36740,G,1.98,677
170623503,7/18/2022,32293,G,1.82,645
170623505,7/18/2022,27581,G,1.89,583
170623507,7/4/2022,41290,G,1.73,1103
170623513,7/19/2022,50266,S,0.97,2691
170623515,7/18/2022,28288,S,1.12,1292
170623519,7/18/2022,41647,G,1.89,879
170623525,7/19/2022,23705,S,1.08,1061
170623535,7/19/2022,31620,S,1.35,941
170623537,7/19/2022,38474,S,1.35,1217
170623539,7/18/2022,31334,S,1.81,762
170623541,7/13/2022,27268,I,1.45,461
170623543,7/4/2022,79730,G,2.19,1466
170623547,7/18/2022,33456,G,1.99,660
170623549,7/4/2022,32956,G,1.76,864
170623551,7/13/2022,38760,I,2.27,976
170623555,7/19/2022,29315,S,1.15,1232
170623723,7/14/2022,49337,S,1.35,1628
170623871,7/5/2022,89719,F,1.17,1163
170623873,7/5/2022,122808,F,1.13,1504
170623875,7/19/2022,14107,S,1.15,610
170623879,7/5/2022,9343,F,2.14,169
170623881,7/5/2022,190740,F,2.87,4185
170623883,7/5/2022,64491,G,2.19,1183
170623895,7/13/2022,133518,F,2.87,2930
170623899,7/21/2022,129744,G,1.84,2808
170623901,7/23/2022,129744,G,1.84,2808
170623911,7/18/2022,179194,G,1.95,3672
170623913,7/18/2022,179194,G,1.95,3672
170623917,7/21/2022,50918,G,1.83,1113
170623919,7/18/2022,73491,G,1.93,1516
170623923,7/13/2022,30569,F,1.58,466
170623927,7/22/2022,62560,S,1.08,2525
170623929,7/19/2022,56848,S,1.31,2061
170623987,7/25/2022,120992,G,2.02,2283
170623983,7/13/2022,43452,F,2.28,774
170623979,7/21/2022,29039,G,1.66,814
170623973,7/20/2022,38964,G,1.67,1088
170623967,7/20/2022,173563,G,2.34,3025
170623965,7/24/2022,107549,G,2.02,2029
170623961,7/20/2022,28234,G,1.92,593
170623959,7/13/2022,26275,F,1.45,359
170623955,7/20/2022,14239,G,1.94,299
170623953,7/13/2022,13138,F,1.45,179
170623951,7/19/2022,36938,S,1.28,1444
170623949,7/13/2022,32994,F,1.03,381
170623945,7/21/2022,35720,G,2.04,687
170623941,7/21/2022,36230,G,2.05,670
170623939,7/19/2022,22338,S,1.28,894
170623937,7/13/2022,24133,I,2.09,578
170623933,7/21/2022,32599,G,1.52,1006
170623869,7/18/2022,18809,S,1.15,812
170623725,7/14/2022,27581,S,1.35,924
170623727,7/5/2022,24500,G,1.84,545
170623741,7/22/2022,12621,S,1.06,595
170623743,7/19/2022,24290,S,1.56,794
170623747,7/23/2022,63784,G,2.24,1175
170623749,7/5/2022,125705,G,2.16,2413
170623753,7/26/2022,82008,I,1.81,1842
170623759,7/5/2022,139046,G,2.46,2577
170623761,7/19/2022,11506,S,0.99,578
170623763,7/19/2022,15382,S,1.05,769
170623765,7/25/2022,19530,S,0.98,996
170623767,7/25/2022,15790,S,1.07,844
170623773,7/5/2022,19492,F,1.11,224
170623775,7/19/2022,9670,S,1.15,411
170623779,7/5/2022,15606,G,1.95,316
170623781,7/5/2022,40596,G,1.73,1095
170623785,7/5/2022,15626,G,1.99,316
170623801,7/5/2022,107151,F,2.68,2320
170623809,7/5/2022,29009,F,1.2,381
170623811,7/20/2022,23800,G,1.66,690
170623815,7/29/2022,146084,S,1.44,4404
170623817,7/5/2022,113526,F,0.97,1315
170623845,7/5/2022,30049,F,1.21,391
170623849,7/5/2022,24752,G,1.68,700
170623853,7/5/2022,24915,G,1.68,702
170623855,7/19/2022,18319,S,1.04,807
170623857,7/13/2022,43520,I,1.9,1001
170623861,7/18/2022,42585,S,1.49,1255
170623863,7/18/2022,131580,G,1.87,2833
170623865,7/5/2022,18686,F,2.14,339
170623459,7/5/2022,126562,G,1.96,2539
170622695,7/4/2022,31171,S,1.36,1250
170622727,6/30/2022,15086,G,1.94,309
170622735,7/2/2022,118932,S,1.24,3884
170622739,7/2/2022,19135,S,1.02,894
170622741,7/2/2022,25514,S,1.02,1190
170622749,7/2/2022,29294,S,0.98,1491
170622751,7/2/2022,26316,S,1.07,1404
170622755,7/1/2022,24358,S,1.1,959
170622763,7/2/2022,13301,S,1.16,739
170622829,7/2/2022,12410,S,1.12,565
170622863,7/1/2022,14647,G,1.95,304
170622899,6/30/2022,38128,S,1.33,1342
170622905,7/1/2022,140230,S,1.43,4330
170622907,7/1/2022,125215,S,1.44,3774
170622913,7/2/2022,82742,S,1.35,2766
170622915,7/2/2022,51102,S,1.49,1506
170622917,7/2/2022,33150,S,1.34,1138
170622945,6/27/2022,42187,S,0.99,2114
170622973,7/4/2022,148621,S,1.11,5343
170622975,7/4/2022,143766,S,1.1,5174
170623017,6/30/2022,23827,G,1.67,690
170623021,6/25/2022,60955,S,1.06,2724
170623023,7/2/2022,47410,S,1.06,2119
170623029,6/25/2022,67701,S,1.06,2915
170623031,6/30/2022,64138,S,1.06,2764
170623037,7/1/2022,61557,G,1.67,1362
170623043,7/1/2022,15946,G,2.24,294
170623065,7/2/2022,16592,S,0.93,1026
170623071,6/28/2022,21706,G,1.76,508
170623077,6/28/2022,35496,G,1.79,799
170623107,6/30/2022,22297,G,1.76,515
170622693,7/4/2022,13423,S,0.97,732
170623243,7/4/2022,6120,S,0.89,568
170623241,7/4/2022,33538,S,1.3,1073
170623239,7/4/2022,14382,S,1.03,794
170623237,7/4/2022,9221,S,0.95,607
170623235,7/4/2022,92698,S,1.25,2903
170623231,7/14/2022,16320,S,1.05,782
170623229,7/14/2022,20237,S,1.27,817
170623227,7/14/2022,13382,S,0.98,732
170623221,7/1/2022,31212,G,1.95,630
170623219,7/1/2022,21032,G,1.66,500
170623217,7/14/2022,27581,S,1.06,1217
170623215,7/14/2022,36557,S,0.97,1959
170623213,7/18/2022,150634,S,0.94,9194
170623211,7/18/2022,94520,S,1.13,3361
170623209,7/18/2022,36598,S,1.11,1439
170623207,7/18/2022,229718,S,1.26,7013
170621811,7/1/2022,66892,S,1.63,1559
170622329,7/1/2022,18292,G,1.39,652
170622443,6/28/2022,31212,G,1.95,630
170622445,6/22/2022,24623,G,1.85,545
170622509,6/22/2022,42418,G,2.4,722
170622523,6/24/2022,14892,G,1.96,306
170622533,7/14/2022,54835,S,1.06,2427
170622565,7/1/2022,50531,G,2.25,916
170622585,6/30/2022,33721,G,2,700
170622587,7/1/2022,9670,S,1.15,411
170622593,7/1/2022,19543,S,1.15,822
170622655,6/30/2022,13729,G,1.87,291
170622671,7/4/2022,35605,S,1.07,1643
170622677,6/30/2022,18496,G,1.46,620
170622679,7/4/2022,29376,S,1.17,1307
170623111,6/30/2022,22297,G,1.76,515
170623345,7/4/2022,117905,G,2.25,2134
170623357,7/14/2022,53421,S,1.43,1651
170623363,7/2/2022,148512,G,1.68,4198
170623387,7/14/2022,8534,S,0.94,764
170623393,7/18/2022,53033,S,1.21,1862
170623395,7/1/2022,67184,G,2.25,1217
170623397,7/4/2022,107498,G,1.81,2410
170623401,7/4/2022,24174,G,1.49,727
170623403,7/4/2022,44554,G,2.08,817
170623405,7/2/2022,54386,G,2.27,966
170623407,6/30/2022,205530,F,1.85,2052
170623409,7/4/2022,51102,G,1.42,1536
170623411,7/2/2022,125154,G,1.64,3481
170623413,7/4/2022,114121,G,2.09,2074
170623415,7/4/2022,71176,G,1.72,1601
170623417,7/4/2022,32212,G,1.98,642
170623419,7/4/2022,32212,G,1.98,642
170623421,7/4/2022,23501,G,1.56,685
170623423,7/4/2022,39059,G,1.48,1267
170623425,7/5/2022,32314,G,1.98,645
170623429,7/4/2022,64627,G,1.98,1287
170623431,7/5/2022,64423,G,1.98,1285
170623433,7/5/2022,58752,G,1.56,1710
170623435,7/5/2022,31549,G,1.66,749
170623437,7/5/2022,62424,G,1.95,1260
170623439,7/5/2022,47705,G,1.96,956
170623441,7/5/2022,21338,G,1.66,503
170623447,7/2/2022,11546,G,1.67,341
170623449,7/5/2022,14872,G,1.91,306
170623453,7/2/2022,26194,G,1.71,720
170623455,7/5/2022,47705,G,1.96,956
170623457,7/5/2022,32008,G,1.66,754
170623343,7/4/2022,30722,G,1.72,739
170623113,6/30/2022,30110,G,1.62,827
170623121,6/30/2022,26316,G,1.87,568
